[[[649, 106], [656, 95], [660, 95], [663, 96], [643, 96], [638, 96], [634, 97], [670, 101], [629, 103], [658, 118], [641, 118], [705, 173], [600, 176], [716, 254], [585, 259], [711, 323], [592, 324], [712, 349], [590, 349], [704, 347], [598, 346], [701, 340], [601, 338], [681, 328], [621, 328], [682, 451], [625, 449], [677, 558], [632, 560], [671, 574], [638, 573], [686, 596], [627, 589]], 0]
[[[650, 104], [657, 95], [660, 95], [664, 95], [644, 95], [639, 95], [635, 96], [671, 100], [629, 101], [659, 117], [642, 117], [704, 172], [599, 173], [715, 254], [584, 258], [710, 323], [591, 324], [710, 350], [590, 349], [703, 348], [598, 346], [700, 341], [601, 338], [681, 327], [621, 328], [683, 452], [625, 449], [676, 560], [632, 560], [670, 575], [638, 574], [688, 596], [624, 589]], 0]
[[[650, 104], [657, 95], [660, 95], [664, 95], [644, 95], [639, 95], [635, 96], [671, 100], [629, 101], [659, 117], [642, 117], [704, 172], [599, 173], [715, 254], [584, 258], [710, 323], [591, 324], [711, 350], [590, 349], [703, 348], [598, 346], [700, 341], [601, 338], [681, 327], [621, 328], [682, 452], [625, 449], [676, 559], [632, 560], [670, 575], [638, 574], [688, 596], [623, 589]], 0]
[[[650, 104], [657, 94], [660, 94], [664, 94], [643, 95], [639, 95], [634, 96], [671, 99], [629, 101], [658, 117], [642, 117], [704, 172], [599, 173], [715, 254], [584, 258], [710, 323], [591, 324], [710, 350], [590, 350], [702, 348], [598, 346], [700, 342], [601, 338], [681, 328], [620, 328], [682, 453], [625, 449], [676, 561], [633, 559], [670, 577], [638, 573], [688, 597], [627, 589]], 0]
[[[650, 104], [657, 94], [660, 94], [664, 94], [643, 95], [638, 95], [634, 96], [671, 99], [629, 101], [658, 117], [641, 117], [704, 172], [599, 174], [715, 255], [584, 258], [710, 323], [591, 324], [710, 350], [590, 350], [702, 348], [598, 346], [700, 341], [601, 339], [681, 328], [620, 328], [682, 452], [625, 449], [676, 561], [633, 559], [670, 576], [638, 573], [688, 597], [626, 589]], 0]
[[[650, 104], [657, 94], [660, 94], [664, 94], [643, 95], [639, 95], [634, 96], [670, 99], [629, 101], [658, 117], [642, 117], [704, 172], [599, 173], [715, 254], [584, 258], [710, 323], [591, 324], [710, 350], [590, 350], [702, 348], [598, 346], [700, 341], [601, 339], [681, 328], [620, 329], [682, 453], [625, 449], [676, 561], [633, 559], [670, 576], [639, 573], [688, 597], [626, 589]], 0]
[[[650, 104], [657, 94], [660, 94], [664, 94], [644, 95], [639, 95], [635, 96], [671, 99], [629, 101], [659, 117], [642, 117], [704, 172], [599, 173], [715, 254], [584, 258], [710, 323], [591, 324], [710, 350], [590, 350], [702, 348], [598, 347], [700, 341], [601, 339], [681, 328], [620, 329], [682, 452], [625, 449], [676, 561], [633, 559], [670, 576], [639, 573], [689, 597], [626, 589]], 0]
[[[649, 104], [656, 94], [659, 94], [663, 94], [643, 94], [638, 95], [634, 95], [670, 99], [628, 100], [658, 117], [641, 117], [703, 172], [599, 173], [715, 253], [583, 257], [709, 323], [591, 324], [710, 349], [589, 351], [702, 347], [598, 347], [699, 340], [601, 340], [680, 329], [619, 328], [681, 453], [624, 449], [675, 561], [632, 559], [669, 576], [637, 574], [685, 598], [626, 590]], 0]
[[[649, 104], [656, 94], [659, 94], [663, 94], [643, 94], [638, 95], [634, 95], [670, 99], [628, 100], [658, 116], [641, 116], [704, 172], [598, 173], [715, 253], [583, 257], [709, 323], [591, 324], [710, 349], [590, 351], [702, 347], [598, 347], [699, 340], [601, 340], [680, 329], [619, 329], [681, 453], [624, 449], [675, 560], [632, 559], [669, 575], [637, 574], [685, 598], [626, 590]], 0]
[[[649, 104], [656, 94], [659, 94], [663, 95], [643, 94], [638, 95], [634, 95], [670, 99], [628, 101], [657, 117], [640, 117], [703, 172], [598, 173], [715, 254], [583, 257], [709, 324], [591, 324], [710, 350], [589, 350], [702, 347], [598, 347], [699, 341], [601, 339], [680, 330], [620, 330], [682, 453], [624, 451], [676, 559], [632, 559], [670, 574], [638, 573], [685, 604], [623, 590]], 0]
[[[649, 105], [656, 94], [659, 94], [664, 95], [643, 95], [638, 95], [634, 95], [670, 100], [628, 101], [657, 117], [640, 117], [703, 172], [598, 173], [715, 254], [583, 257], [709, 324], [591, 324], [710, 350], [589, 350], [702, 348], [598, 347], [699, 341], [601, 339], [680, 330], [620, 330], [682, 453], [624, 451], [676, 559], [632, 559], [670, 575], [638, 574], [686, 604], [623, 590]], 0]
[[[647, 105], [655, 94], [658, 95], [662, 95], [641, 95], [636, 95], [632, 95], [669, 100], [627, 101], [656, 117], [639, 117], [702, 173], [598, 174], [715, 254], [582, 257], [709, 325], [591, 325], [710, 351], [590, 351], [702, 349], [598, 347], [699, 342], [602, 340], [680, 330], [620, 330], [681, 454], [624, 453], [676, 561], [632, 561], [671, 576], [639, 576], [685, 606], [624, 592]], 0]
[[[647, 105], [655, 94], [658, 94], [662, 95], [641, 95], [636, 95], [632, 95], [669, 100], [627, 101], [656, 117], [639, 117], [702, 173], [598, 174], [715, 254], [582, 257], [708, 325], [591, 325], [710, 351], [590, 351], [702, 349], [598, 347], [699, 342], [602, 340], [680, 330], [620, 330], [681, 454], [624, 453], [676, 561], [632, 561], [671, 576], [639, 576], [685, 606], [624, 592]], 0]
[[[645, 105], [653, 95], [657, 95], [661, 95], [639, 95], [635, 96], [630, 96], [668, 100], [626, 102], [654, 118], [637, 118], [701, 174], [597, 174], [713, 255], [582, 257], [708, 325], [591, 325], [709, 351], [590, 351], [701, 348], [599, 348], [698, 342], [602, 340], [679, 330], [619, 329], [683, 452], [624, 450], [676, 564], [630, 555], [669, 580], [637, 571], [687, 607], [626, 586]], 0]
[[[645, 105], [653, 95], [657, 95], [660, 95], [639, 95], [635, 96], [630, 96], [668, 100], [626, 102], [654, 118], [637, 118], [701, 174], [597, 174], [713, 255], [582, 257], [708, 325], [591, 325], [709, 351], [590, 351], [701, 349], [599, 348], [698, 343], [602, 340], [679, 330], [619, 329], [682, 452], [624, 450], [676, 564], [630, 555], [669, 580], [636, 570], [690, 604], [626, 586]], 0]
[[[644, 104], [652, 94], [656, 94], [660, 95], [639, 94], [634, 95], [630, 95], [667, 100], [626, 102], [653, 118], [637, 117], [701, 174], [596, 174], [713, 255], [582, 257], [708, 325], [591, 325], [709, 350], [590, 352], [701, 348], [599, 348], [698, 342], [602, 341], [679, 330], [619, 330], [682, 451], [624, 451], [676, 562], [632, 555], [670, 577], [638, 570], [688, 602], [627, 586]], 0]
[[[644, 104], [652, 94], [656, 94], [660, 94], [639, 94], [634, 95], [630, 95], [667, 100], [626, 102], [653, 118], [637, 117], [701, 174], [596, 174], [713, 255], [582, 257], [708, 325], [591, 325], [709, 350], [590, 352], [701, 348], [598, 348], [698, 342], [602, 341], [679, 330], [619, 330], [682, 451], [624, 451], [676, 561], [632, 555], [670, 577], [638, 570], [688, 602], [627, 586]], 0]
[[[642, 106], [650, 96], [654, 96], [658, 97], [637, 96], [632, 96], [628, 97], [664, 102], [623, 103], [651, 120], [635, 119], [697, 175], [592, 175], [711, 256], [580, 259], [707, 325], [590, 327], [709, 350], [590, 353], [701, 348], [598, 349], [698, 342], [600, 343], [679, 330], [619, 330], [683, 454], [628, 452], [678, 561], [634, 558], [672, 574], [639, 571], [687, 604], [629, 590]], 0]
[[[642, 106], [650, 96], [654, 97], [658, 97], [637, 96], [632, 96], [628, 97], [664, 102], [623, 103], [651, 120], [634, 120], [697, 175], [593, 175], [711, 256], [580, 259], [707, 325], [590, 327], [709, 350], [590, 353], [701, 348], [598, 349], [698, 342], [601, 343], [679, 330], [619, 330], [683, 454], [628, 452], [678, 562], [634, 557], [672, 575], [639, 569], [693, 601], [629, 589]], 0]
[[[641, 109], [648, 99], [651, 99], [655, 99], [635, 99], [630, 99], [626, 99], [661, 104], [621, 104], [649, 121], [632, 121], [694, 176], [589, 178], [709, 256], [579, 259], [707, 326], [590, 326], [709, 351], [589, 352], [702, 349], [597, 348], [699, 343], [599, 341], [680, 329], [620, 332], [684, 453], [628, 453], [679, 563], [635, 557], [673, 579], [641, 571], [692, 602], [630, 589]], 0]
[[[641, 109], [648, 99], [651, 99], [655, 99], [635, 99], [630, 99], [626, 99], [661, 104], [621, 104], [649, 121], [632, 121], [694, 176], [589, 178], [709, 256], [579, 259], [707, 326], [590, 326], [709, 351], [589, 352], [702, 349], [597, 349], [699, 343], [599, 341], [680, 329], [620, 332], [684, 454], [629, 454], [679, 563], [636, 558], [673, 580], [642, 573], [693, 603], [631, 591]], 0]
[[[636, 115], [642, 105], [646, 105], [650, 105], [629, 104], [625, 104], [621, 104], [656, 109], [615, 109], [644, 127], [628, 126], [689, 179], [583, 180], [706, 259], [573, 261], [707, 326], [587, 329], [711, 351], [588, 355], [703, 349], [595, 351], [700, 343], [597, 341], [679, 330], [619, 336], [687, 450], [631, 455], [681, 558], [637, 555], [677, 570], [643, 566], [694, 599], [628, 587]], 0]
[[[635, 115], [642, 105], [646, 105], [650, 105], [629, 104], [625, 104], [621, 104], [656, 109], [615, 109], [643, 127], [628, 126], [689, 179], [583, 180], [706, 259], [573, 261], [707, 326], [587, 329], [711, 351], [588, 355], [703, 349], [595, 351], [700, 343], [597, 341], [679, 330], [619, 336], [686, 450], [631, 455], [681, 558], [637, 555], [676, 569], [643, 566], [690, 595], [629, 587]], 0]
[[[628, 124], [635, 114], [638, 114], [642, 114], [622, 114], [618, 113], [614, 113], [647, 118], [607, 117], [635, 137], [620, 136], [678, 188], [574, 191], [700, 262], [567, 271], [709, 327], [585, 336], [715, 351], [586, 362], [708, 350], [593, 357], [704, 344], [594, 348], [679, 334], [620, 343], [694, 451], [637, 455], [687, 557], [641, 553], [681, 570], [647, 566], [700, 594], [629, 583]], 0]
[[[628, 124], [635, 114], [638, 114], [642, 114], [622, 114], [618, 113], [614, 113], [647, 118], [607, 117], [635, 137], [620, 136], [678, 188], [574, 191], [700, 262], [567, 272], [709, 327], [585, 336], [715, 351], [587, 362], [708, 350], [593, 357], [704, 344], [595, 348], [679, 334], [620, 342], [694, 451], [637, 456], [687, 557], [641, 554], [681, 570], [647, 566], [700, 595], [629, 584]], 0]
[[[624, 133], [630, 124], [633, 124], [637, 124], [618, 122], [613, 121], [609, 121], [641, 127], [601, 125], [630, 145], [615, 143], [672, 193], [568, 198], [697, 266], [562, 278], [709, 329], [583, 342], [718, 353], [586, 367], [711, 352], [592, 363], [706, 345], [594, 353], [678, 339], [622, 349], [699, 454], [641, 460], [693, 560], [644, 551], [686, 572], [649, 563], [709, 598], [633, 582]], 0]
[[[624, 133], [630, 124], [633, 124], [637, 124], [618, 122], [613, 121], [609, 121], [641, 127], [601, 125], [630, 145], [615, 143], [672, 193], [568, 198], [697, 266], [562, 278], [710, 329], [583, 342], [718, 353], [586, 367], [711, 352], [592, 362], [706, 345], [594, 353], [678, 339], [622, 349], [699, 454], [641, 460], [693, 560], [644, 551], [686, 572], [649, 563], [708, 598], [633, 581]], 0]
[[[612, 155], [618, 146], [621, 146], [624, 146], [606, 143], [602, 142], [597, 141], [626, 149], [587, 145], [616, 166], [603, 165], [653, 210], [552, 218], [688, 279], [549, 300], [708, 339], [579, 363], [718, 359], [586, 386], [712, 359], [593, 381], [706, 353], [594, 372], [675, 351], [624, 368], [717, 459], [657, 473], [692, 565], [645, 545], [683, 580], [645, 554], [719, 602], [634, 583]], 0]
[[[612, 155], [617, 146], [621, 146], [624, 146], [606, 143], [601, 142], [597, 141], [626, 149], [587, 145], [616, 167], [603, 165], [653, 210], [552, 218], [688, 279], [549, 300], [708, 340], [579, 363], [718, 359], [586, 386], [712, 359], [593, 381], [706, 353], [594, 372], [675, 352], [624, 368], [717, 459], [657, 473], [692, 565], [645, 545], [683, 580], [644, 554], [719, 602], [634, 584]], 0]
[[[602, 167], [608, 157], [611, 158], [614, 158], [596, 156], [592, 155], [588, 154], [615, 163], [577, 158], [606, 178], [593, 177], [642, 220], [543, 234], [680, 286], [545, 316], [707, 344], [577, 377], [718, 363], [585, 399], [711, 364], [592, 394], [705, 358], [592, 385], [673, 357], [625, 377], [721, 466], [671, 482], [691, 568], [659, 534], [680, 581], [657, 537], [716, 604], [662, 570]], 0]
[[[602, 166], [608, 157], [611, 157], [614, 158], [596, 155], [592, 154], [588, 154], [615, 162], [577, 158], [606, 177], [593, 176], [642, 220], [543, 234], [680, 286], [545, 316], [707, 344], [577, 377], [718, 363], [585, 399], [711, 364], [592, 394], [705, 358], [592, 385], [673, 357], [625, 377], [721, 466], [671, 481], [691, 568], [659, 533], [680, 581], [658, 537], [715, 603], [662, 570]], 0]
[[[583, 205], [586, 196], [589, 196], [591, 196], [577, 194], [572, 193], [568, 192], [589, 199], [557, 194], [585, 216], [574, 215], [619, 253], [522, 272], [662, 315], [536, 352], [703, 364], [576, 416], [717, 378], [585, 438], [715, 379], [591, 433], [709, 375], [590, 425], [669, 379], [624, 406], [742, 480], [684, 514], [694, 534], [685, 538], [678, 534], [683, 537], [706, 580], [701, 567]], 0]
[[[583, 205], [586, 196], [589, 196], [591, 196], [577, 194], [572, 193], [568, 192], [589, 199], [557, 194], [585, 215], [574, 214], [619, 253], [522, 272], [662, 315], [536, 352], [703, 364], [575, 417], [717, 378], [585, 438], [715, 379], [591, 433], [709, 375], [590, 425], [669, 379], [624, 406], [742, 479], [682, 513], [693, 534], [685, 539], [676, 534], [683, 538], [704, 579], [701, 568]], 0]
[[[555, 252], [557, 244], [560, 244], [562, 244], [548, 242], [544, 242], [540, 241], [559, 248], [530, 245], [557, 261], [546, 261], [593, 293], [498, 327], [640, 353], [522, 406], [689, 388], [569, 469], [707, 398], [580, 489], [705, 398], [590, 482], [698, 396], [589, 474], [665, 408], [620, 445], [759, 491], [693, 554], [696, 501], [660, 516], [677, 492], [645, 505], [688, 531], [674, 536]], 0]
[[[554, 252], [557, 244], [560, 244], [562, 244], [548, 242], [544, 241], [540, 241], [559, 248], [529, 245], [557, 261], [546, 261], [593, 293], [498, 327], [640, 352], [521, 406], [689, 388], [569, 469], [707, 398], [580, 489], [705, 398], [590, 482], [698, 396], [589, 474], [665, 408], [620, 445], [759, 491], [692, 553], [697, 502], [661, 516], [677, 493], [646, 505], [691, 536], [675, 536]], 0]
[[[544, 286], [546, 277], [547, 278], [549, 278], [538, 277], [534, 276], [531, 275], [544, 281], [517, 279], [545, 295], [535, 296], [577, 318], [485, 358], [627, 373], [513, 436], [685, 404], [573, 498], [703, 414], [584, 518], [701, 414], [592, 513], [694, 413], [591, 505], [657, 431], [616, 477], [757, 504], [704, 574], [711, 495], [687, 529], [696, 489], [681, 515], [725, 528], [707, 539]], 1]
[[[544, 286], [546, 278], [548, 278], [549, 278], [538, 277], [534, 276], [531, 276], [544, 281], [517, 280], [545, 295], [536, 296], [577, 317], [485, 358], [627, 373], [513, 436], [684, 404], [573, 498], [702, 414], [584, 518], [701, 414], [592, 513], [693, 413], [591, 505], [658, 431], [617, 477], [757, 503], [704, 574], [712, 495], [690, 528], [697, 487], [685, 514], [727, 526], [710, 538]], 1]
[[[544, 286], [546, 278], [548, 278], [549, 278], [538, 277], [535, 276], [531, 276], [544, 281], [517, 279], [545, 295], [536, 296], [577, 318], [485, 358], [627, 374], [513, 436], [685, 404], [573, 498], [703, 414], [584, 518], [701, 414], [592, 513], [694, 413], [591, 505], [657, 431], [617, 477], [757, 503], [705, 574], [718, 500], [688, 531], [701, 491], [683, 517], [731, 529], [708, 541]], 1]
[[[496, 351], [501, 341], [504, 341], [508, 341], [492, 343], [490, 344], [487, 345], [510, 350], [484, 356], [502, 366], [490, 367], [552, 393], [462, 450], [626, 440], [499, 511], [696, 473], [578, 561], [732, 474], [598, 577], [731, 478], [603, 572], [722, 481], [601, 566], [673, 513], [624, 557], [694, 489], [658, 577], [711, 544], [660, 588], [716, 556], [665, 599], [705, 543], [647, 574]], 1]
[[[496, 351], [500, 341], [503, 342], [507, 341], [492, 343], [489, 343], [487, 344], [510, 350], [483, 356], [502, 366], [489, 367], [552, 393], [461, 450], [625, 440], [498, 511], [691, 469], [578, 560], [731, 472], [598, 576], [730, 477], [603, 571], [721, 480], [601, 565], [673, 513], [624, 558], [687, 487], [659, 578], [708, 545], [659, 588], [714, 557], [664, 600], [702, 543], [644, 573]], 1]
[[[479, 398], [485, 388], [489, 387], [493, 387], [473, 389], [468, 390], [464, 390], [493, 396], [455, 400], [484, 410], [468, 411], [536, 431], [448, 492], [615, 474], [482, 560], [681, 510], [552, 583], [706, 520], [577, 594], [706, 526], [586, 585], [695, 523], [582, 579], [652, 523], [612, 562], [778, 554], [712, 600], [695, 544], [670, 575], [692, 538], [652, 568], [712, 564], [687, 575]], 1]
[[[479, 398], [486, 388], [490, 387], [494, 387], [473, 389], [469, 389], [465, 390], [494, 396], [456, 400], [484, 410], [469, 411], [538, 432], [448, 492], [616, 474], [481, 560], [684, 511], [551, 583], [708, 520], [576, 594], [707, 526], [586, 585], [696, 523], [582, 579], [652, 524], [611, 561], [777, 554], [710, 602], [693, 546], [667, 575], [690, 539], [650, 568], [712, 565], [684, 576]], 1]
[[[429, 476], [420, 474], [420, 474], [421, 475], [417, 475], [415, 477], [413, 478], [419, 490], [408, 493], [437, 486], [433, 488], [463, 518], [417, 548], [542, 534], [466, 578], [586, 529], [551, 553], [608, 514], [573, 550], [606, 511], [571, 545], [601, 513], [568, 545], [623, 538], [615, 560], [669, 500], [686, 554], [710, 555], [705, 573], [714, 569], [702, 589], [723, 549], [725, 559]], 1]
[[[429, 476], [421, 474], [421, 474], [421, 475], [418, 475], [416, 477], [414, 478], [420, 489], [408, 493], [437, 486], [433, 488], [462, 518], [417, 548], [541, 537], [465, 579], [583, 530], [551, 553], [610, 517], [572, 550], [609, 513], [572, 544], [604, 515], [568, 544], [623, 538], [612, 560], [666, 498], [679, 546], [711, 558], [693, 559], [715, 573], [688, 570], [724, 550], [740, 565]], 1]
[[[386, 512], [375, 508], [375, 506], [376, 504], [373, 515], [372, 519], [370, 523], [376, 509], [370, 535], [397, 514], [395, 522], [437, 512], [409, 563], [507, 541], [477, 578], [553, 535], [527, 525], [568, 526], [544, 512], [567, 525], [539, 505], [559, 530], [534, 509], [570, 538], [564, 576], [630, 478], [628, 520], [763, 473], [737, 553], [784, 483], [753, 565], [789, 430], [791, 529]], 1]
[[[387, 512], [376, 508], [376, 506], [377, 505], [374, 516], [372, 519], [371, 523], [377, 509], [371, 535], [397, 514], [395, 523], [438, 511], [409, 563], [507, 541], [477, 578], [554, 537], [527, 525], [568, 529], [544, 513], [567, 527], [540, 505], [564, 533], [535, 509], [569, 540], [563, 577], [628, 479], [626, 517], [762, 475], [737, 553], [784, 485], [753, 566], [788, 432], [792, 528]], 1]
[[[378, 507], [368, 507], [367, 506], [367, 506], [366, 513], [365, 516], [364, 519], [366, 516], [364, 536], [389, 510], [390, 517], [426, 511], [404, 566], [495, 540], [475, 575], [532, 536], [514, 509], [558, 531], [529, 493], [554, 531], [523, 487], [547, 534], [518, 492], [565, 529], [563, 569], [620, 466], [618, 514], [756, 452], [747, 550], [781, 461], [762, 566], [791, 405], [808, 529]], 1]
[[[378, 507], [367, 507], [367, 506], [367, 506], [366, 513], [365, 516], [364, 520], [366, 516], [364, 536], [389, 510], [389, 516], [426, 511], [404, 566], [494, 540], [475, 574], [532, 536], [514, 509], [558, 532], [529, 493], [553, 532], [523, 487], [547, 535], [518, 492], [565, 529], [563, 569], [620, 466], [618, 515], [756, 452], [747, 550], [781, 461], [761, 566], [791, 405], [808, 529]], 1]
[[[375, 507], [365, 510], [365, 509], [364, 509], [364, 515], [364, 518], [363, 522], [365, 521], [366, 539], [385, 509], [386, 515], [424, 511], [406, 568], [486, 526], [473, 574], [516, 528], [493, 498], [536, 516], [504, 477], [528, 520], [498, 472], [523, 523], [493, 480], [565, 524], [563, 564], [623, 459], [595, 504], [764, 426], [736, 549], [791, 432], [757, 560], [769, 376], [789, 537]], 1]
[[[375, 507], [365, 510], [365, 509], [364, 509], [364, 515], [364, 519], [364, 522], [366, 521], [366, 539], [385, 509], [386, 515], [424, 511], [406, 568], [486, 526], [473, 574], [516, 524], [493, 498], [537, 515], [504, 477], [529, 519], [498, 472], [524, 522], [494, 479], [565, 525], [563, 564], [623, 459], [595, 504], [764, 426], [736, 549], [792, 432], [757, 560], [769, 376], [789, 537]], 1]
[[[373, 510], [362, 514], [361, 513], [361, 513], [362, 519], [362, 522], [362, 526], [363, 523], [365, 543], [383, 510], [383, 516], [426, 517], [405, 565], [499, 540], [475, 576], [544, 538], [484, 495], [566, 532], [492, 475], [562, 535], [486, 471], [556, 538], [484, 477], [575, 525], [571, 561], [624, 459], [592, 512], [765, 421], [732, 559], [794, 427], [751, 568], [770, 367], [771, 552]], 1]
[[[373, 510], [362, 514], [361, 513], [361, 513], [362, 519], [362, 522], [362, 526], [363, 522], [366, 543], [383, 510], [383, 516], [425, 517], [405, 565], [499, 541], [474, 576], [543, 538], [484, 495], [565, 532], [492, 475], [562, 535], [486, 471], [555, 538], [484, 477], [575, 525], [571, 561], [625, 458], [592, 513], [766, 421], [731, 559], [794, 426], [750, 567], [769, 367], [768, 552]], 1]
[[[377, 515], [366, 518], [366, 517], [365, 516], [367, 524], [367, 528], [367, 533], [367, 524], [369, 547], [387, 513], [389, 522], [413, 530], [411, 560], [501, 554], [472, 577], [542, 538], [476, 497], [561, 524], [479, 477], [563, 536], [472, 472], [560, 542], [471, 479], [590, 520], [584, 556], [656, 458], [672, 583], [789, 441], [610, 574], [821, 450], [594, 575], [799, 388], [616, 552]], 1]
[[[377, 515], [367, 518], [366, 517], [366, 516], [367, 524], [367, 528], [367, 533], [367, 524], [369, 546], [388, 514], [389, 522], [414, 530], [410, 559], [502, 554], [471, 577], [543, 539], [476, 497], [561, 541], [479, 478], [563, 541], [472, 472], [561, 542], [471, 479], [590, 520], [584, 556], [658, 458], [672, 583], [789, 441], [609, 575], [821, 450], [594, 575], [799, 388], [616, 554]], 1]
[[[382, 511], [371, 515], [371, 515], [370, 515], [371, 519], [371, 523], [371, 526], [370, 525], [372, 541], [393, 512], [393, 518], [424, 531], [411, 555], [492, 550], [467, 571], [535, 542], [473, 505], [549, 541], [479, 489], [554, 542], [472, 484], [552, 544], [471, 491], [595, 535], [580, 573], [683, 487], [606, 600], [818, 483], [574, 582], [845, 494], [576, 580], [835, 426], [582, 556]], 1]
[[[382, 511], [371, 515], [371, 514], [370, 514], [371, 519], [371, 522], [371, 526], [370, 525], [372, 541], [393, 512], [393, 517], [424, 531], [411, 555], [492, 550], [466, 571], [535, 544], [473, 505], [549, 541], [479, 489], [554, 543], [472, 484], [552, 544], [471, 491], [595, 535], [579, 573], [683, 487], [606, 600], [818, 483], [574, 582], [845, 494], [576, 580], [835, 426], [582, 557]], 1]
[[[384, 509], [374, 513], [373, 513], [373, 513], [373, 517], [373, 520], [372, 524], [373, 525], [373, 540], [395, 510], [395, 516], [427, 531], [413, 556], [499, 551], [469, 575], [560, 551], [480, 507], [573, 526], [485, 493], [574, 524], [478, 490], [569, 528], [477, 495], [580, 540], [563, 566], [687, 512], [577, 573], [827, 523], [613, 656], [852, 540], [617, 670], [854, 471], [621, 642]], 1]
