[[[534, 79], [536, 73], [538, 73], [540, 72], [533, 75], [532, 75], [531, 76], [546, 71], [536, 75], [541, 82], [537, 83], [565, 89], [545, 91], [575, 124], [547, 119], [543, 143], [535, 141], [537, 150], [528, 148], [535, 149], [528, 148], [537, 146], [532, 146], [590, 142], [576, 139], [528, 165], [528, 160], [550, 203], [547, 199], [559, 211], [553, 204], [533, 214], [526, 212]], 0]
[[[471, 141], [467, 139], [467, 138], [466, 138], [467, 138], [467, 137], [466, 137], [468, 135], [468, 132], [474, 140], [474, 139], [483, 141], [486, 123], [481, 176], [494, 154], [466, 204], [484, 180], [461, 210], [480, 184], [460, 209], [478, 185], [462, 207], [480, 185], [549, 152], [548, 144], [502, 180], [507, 165], [545, 203], [542, 188], [556, 205], [554, 181], [535, 218], [537, 205]], 0]
[[[467, 144], [463, 142], [462, 142], [462, 142], [463, 141], [463, 141], [462, 140], [464, 140], [465, 136], [470, 144], [471, 142], [479, 147], [483, 129], [474, 181], [490, 158], [457, 207], [477, 181], [451, 214], [473, 184], [450, 212], [472, 184], [453, 210], [472, 186], [548, 155], [546, 145], [497, 182], [489, 165], [544, 202], [532, 187], [554, 203], [538, 189], [533, 218], [530, 206]], 0]
[[[465, 147], [460, 146], [460, 146], [460, 146], [460, 144], [460, 143], [460, 143], [462, 144], [462, 139], [468, 147], [468, 145], [475, 151], [480, 129], [467, 183], [494, 146], [449, 213], [482, 171], [443, 220], [478, 174], [442, 218], [476, 176], [444, 216], [477, 176], [542, 158], [549, 146], [497, 186], [515, 163], [543, 202], [558, 168], [552, 203], [566, 165], [533, 216], [565, 184]], 0]
[[[461, 154], [457, 152], [456, 152], [456, 151], [456, 151], [456, 151], [456, 150], [458, 148], [458, 145], [464, 152], [464, 151], [471, 151], [474, 132], [461, 187], [481, 163], [442, 220], [470, 191], [435, 225], [466, 194], [432, 224], [463, 196], [436, 222], [465, 197], [539, 159], [544, 148], [491, 188], [503, 172], [542, 201], [552, 175], [552, 203], [558, 179], [535, 216], [540, 200]], 1]
[[[456, 155], [454, 154], [453, 154], [453, 155], [453, 153], [453, 152], [453, 152], [455, 153], [455, 148], [459, 155], [459, 153], [465, 159], [470, 137], [452, 198], [445, 151], [433, 229], [419, 169], [427, 234], [412, 170], [423, 232], [411, 172], [425, 231], [414, 173], [534, 160], [543, 140], [491, 189], [515, 165], [539, 201], [559, 171], [550, 203], [567, 168], [536, 215], [565, 186]], 1]
[[[447, 163], [444, 162], [444, 162], [444, 162], [444, 161], [444, 160], [443, 159], [445, 158], [445, 154], [450, 162], [450, 161], [461, 161], [463, 142], [448, 201], [428, 160], [433, 233], [397, 179], [427, 241], [390, 180], [424, 237], [388, 182], [427, 235], [391, 183], [528, 166], [534, 149], [489, 196], [496, 185], [537, 203], [542, 193], [546, 205], [560, 177], [542, 213], [560, 195]], 1]
[[[429, 155], [424, 150], [425, 150], [427, 154], [424, 149], [425, 148], [425, 147], [433, 153], [431, 143], [435, 157], [435, 155], [454, 163], [453, 143], [447, 203], [447, 166], [432, 234], [438, 200], [427, 242], [422, 195], [424, 238], [421, 197], [427, 235], [423, 197], [525, 176], [528, 161], [484, 200], [489, 189], [533, 203], [533, 197], [540, 202], [540, 195], [546, 215], [544, 208]], 1]
[[[419, 151], [416, 147], [417, 147], [418, 147], [416, 146], [416, 146], [416, 145], [423, 145], [421, 141], [425, 152], [424, 151], [452, 161], [447, 145], [451, 201], [430, 174], [435, 228], [403, 196], [428, 235], [395, 199], [426, 231], [393, 199], [429, 228], [396, 200], [527, 181], [520, 169], [484, 206], [484, 193], [535, 207], [532, 201], [542, 204], [542, 194], [543, 214], [542, 209]], 1]
[[[419, 154], [414, 149], [414, 149], [417, 149], [414, 148], [415, 148], [416, 146], [421, 147], [420, 144], [421, 153], [422, 152], [446, 162], [448, 148], [449, 199], [440, 177], [434, 228], [434, 208], [426, 234], [413, 205], [424, 231], [424, 211], [427, 229], [424, 211], [519, 191], [522, 175], [486, 209], [495, 195], [533, 209], [532, 203], [541, 208], [542, 202], [541, 217], [540, 212]], 1]
[[[415, 151], [411, 147], [411, 147], [411, 148], [413, 146], [413, 144], [413, 144], [415, 148], [418, 142], [417, 154], [417, 153], [437, 166], [444, 151], [449, 203], [448, 188], [436, 231], [439, 220], [430, 235], [433, 221], [427, 231], [430, 222], [430, 230], [433, 223], [514, 199], [521, 179], [486, 210], [508, 185], [530, 212], [537, 200], [537, 211], [543, 199], [540, 215], [540, 210]], 1]
[[[410, 149], [407, 144], [407, 145], [407, 146], [408, 142], [410, 141], [410, 142], [411, 147], [415, 141], [410, 153], [412, 151], [432, 169], [443, 152], [449, 205], [446, 185], [435, 232], [438, 217], [429, 236], [430, 216], [426, 232], [427, 218], [429, 231], [432, 219], [508, 206], [517, 184], [480, 213], [503, 187], [526, 217], [534, 202], [534, 216], [539, 200], [535, 217], [536, 211]], 1]
[[[400, 149], [400, 145], [400, 146], [400, 146], [402, 143], [403, 142], [404, 142], [406, 148], [410, 141], [404, 153], [406, 152], [427, 173], [441, 153], [447, 209], [449, 184], [435, 233], [438, 216], [431, 240], [435, 216], [428, 236], [432, 219], [430, 233], [434, 219], [499, 212], [509, 191], [478, 219], [499, 196], [521, 219], [527, 206], [537, 218], [536, 205], [531, 219], [532, 213]], 1]
[[[397, 146], [397, 142], [398, 143], [398, 143], [398, 141], [399, 141], [400, 141], [405, 145], [407, 142], [402, 151], [403, 151], [429, 169], [436, 149], [448, 212], [444, 195], [438, 228], [436, 223], [438, 234], [432, 225], [430, 231], [430, 227], [439, 225], [432, 227], [498, 211], [500, 197], [485, 208], [500, 202], [519, 215], [526, 214], [528, 220], [532, 213], [518, 217], [526, 214]], 1]
[[[404, 144], [403, 141], [402, 142], [401, 143], [406, 139], [407, 138], [408, 138], [405, 147], [412, 140], [407, 150], [410, 148], [421, 180], [446, 155], [442, 221], [482, 174], [432, 231], [468, 187], [426, 236], [467, 188], [426, 231], [461, 191], [427, 229], [461, 192], [487, 217], [504, 202], [479, 212], [507, 202], [519, 215], [529, 213], [527, 217], [538, 216], [514, 216], [531, 215]], 1]
[[[414, 145], [410, 142], [409, 143], [407, 145], [415, 139], [416, 139], [418, 138], [407, 149], [420, 140], [415, 151], [420, 148], [418, 186], [448, 156], [441, 223], [480, 181], [431, 230], [465, 183], [425, 235], [465, 180], [427, 229], [458, 182], [430, 226], [457, 184], [477, 224], [501, 208], [475, 209], [494, 189], [513, 217], [530, 213], [519, 217], [535, 216], [516, 210], [537, 210]], 1]
[[[415, 146], [410, 142], [409, 143], [407, 145], [416, 140], [418, 139], [419, 139], [407, 149], [422, 140], [414, 152], [420, 149], [410, 188], [446, 157], [437, 225], [482, 183], [438, 220], [466, 178], [438, 220], [470, 180], [441, 216], [464, 181], [445, 213], [462, 184], [472, 228], [497, 210], [469, 211], [493, 194], [509, 218], [532, 213], [517, 222], [537, 218], [519, 204], [540, 211]], 1]
[[[418, 147], [413, 142], [410, 144], [408, 145], [420, 142], [421, 140], [423, 139], [407, 151], [424, 142], [419, 153], [423, 150], [407, 191], [442, 161], [434, 229], [478, 192], [456, 244], [483, 198], [457, 249], [487, 197], [461, 244], [481, 197], [461, 241], [478, 198], [458, 231], [485, 217], [469, 216], [495, 196], [512, 219], [533, 211], [517, 223], [537, 216], [526, 211], [542, 209]], 1]
[[[413, 139], [406, 136], [405, 137], [408, 138], [414, 136], [414, 136], [415, 135], [406, 143], [416, 139], [411, 144], [413, 143], [393, 170], [433, 151], [412, 190], [459, 180], [423, 194], [475, 194], [423, 196], [480, 195], [424, 192], [477, 197], [425, 191], [474, 197], [436, 218], [459, 197], [470, 218], [492, 195], [521, 213], [533, 209], [523, 213], [534, 203], [540, 210], [545, 208]], 1]
[[[362, 160], [360, 159], [360, 160], [360, 160], [360, 158], [360, 157], [360, 157], [362, 161], [362, 156], [366, 162], [366, 161], [380, 170], [377, 156], [389, 175], [386, 156], [375, 191], [380, 181], [373, 196], [380, 187], [370, 195], [379, 189], [372, 192], [380, 188], [437, 182], [435, 174], [479, 186], [488, 175], [519, 206], [529, 200], [524, 214], [533, 204], [531, 202], [541, 196]], 1]
[[[373, 162], [372, 159], [372, 158], [373, 158], [371, 159], [371, 159], [370, 159], [375, 158], [372, 159], [377, 163], [376, 164], [390, 164], [381, 169], [405, 167], [385, 180], [398, 183], [375, 188], [399, 188], [372, 193], [396, 187], [370, 194], [396, 186], [371, 193], [439, 186], [436, 189], [478, 185], [484, 177], [516, 208], [527, 196], [519, 212], [531, 201], [530, 204], [540, 191]], 1]
[[[386, 179], [383, 179], [383, 179], [383, 180], [384, 178], [384, 177], [385, 177], [386, 182], [388, 177], [389, 180], [390, 179], [399, 189], [405, 171], [400, 185], [395, 163], [383, 188], [377, 163], [378, 192], [371, 162], [377, 189], [371, 164], [379, 187], [373, 165], [455, 202], [462, 190], [476, 194], [480, 171], [510, 203], [524, 189], [515, 206], [529, 195], [524, 200], [535, 186]], 1]
[[[400, 190], [399, 192], [400, 193], [400, 193], [399, 191], [399, 191], [399, 191], [404, 195], [402, 191], [403, 190], [403, 188], [419, 190], [413, 184], [423, 196], [413, 189], [393, 194], [389, 194], [386, 199], [383, 195], [384, 195], [381, 197], [386, 193], [384, 197], [462, 200], [459, 194], [480, 190], [472, 170], [509, 194], [515, 190], [511, 198], [518, 192], [532, 197], [528, 189]], 1]
[[[382, 136], [381, 133], [381, 133], [380, 133], [382, 133], [382, 132], [383, 132], [381, 132], [384, 131], [383, 138], [384, 137], [385, 140], [390, 139], [382, 156], [386, 164], [369, 171], [376, 178], [364, 175], [375, 182], [362, 173], [374, 182], [365, 172], [375, 182], [421, 180], [423, 180], [450, 184], [453, 186], [484, 205], [486, 208], [487, 208], [489, 211], [498, 208], [499, 213]], 1]
[[[386, 132], [385, 129], [385, 129], [385, 129], [386, 129], [386, 128], [386, 128], [385, 127], [387, 126], [386, 133], [386, 132], [385, 133], [391, 129], [386, 152], [386, 155], [372, 171], [373, 174], [369, 176], [370, 180], [367, 175], [368, 182], [369, 173], [370, 181], [420, 174], [422, 173], [449, 179], [450, 182], [483, 203], [481, 204], [488, 205], [484, 206], [498, 211], [493, 217]], 1]
